feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,label,timestamp
0.4967141530112327,-1.3569894609744435,0.1741431238334092,-1.9805719675604068,-0.9437150966028024,0.049103072839528514,0.07883775966813557,0.6403048156789295,0.3320005385769048,0.960894565497612,2.061189175981159,0.4004369291995639,-0.21865026651877342,2.2350651727900996,-0.1327686402624402,0.0,2023-01-01 00:00:00
2.4499261498540226,-0.6009989261073058,0.31580492010124245,1.5332048040883355,2.0354049420312,0.017048958401226694,3.151087934210266,2.240923201256447,0.1839425142358584,2.218225714274746,-2.3007095340900796,0.3758572376387219,2.971129027031748,0.6019864919584136,-0.5617375879282427,0.0,2023-01-01 01:00:00
5.647688538100692,-1.1747621220902857,-0.15245500280150315,4.412971593707413,-0.376373694604636,0.49294433641099467,5.341101953283372,-2.990476379351257,0.15064930968434762,4.420419108546942,1.1708743804482942,0.152600921029718,5.735141960197296,0.7889748562888352,-0.33805180512368893,0.0,2023-01-01 02:00:00
8.5940976682735,0.25083609389223915,0.13733710808036598,7.220736722790166,0.211138529435279,1.259359907124105,5.793153613672557,3.509211331636666,0.06295812411656451,8.004379969980425,-1.2084769163227358,0.23660841250013742,5.887703190899019,-2.3816185448615492,-0.8453655813353215,0.0,2023-01-01 03:00:00
8.42610066312105,2.4343570629238256,-0.6077042297079431,9.684416364451264,1.474781213275435,1.6027833791914134,8.474033735816459,0.7001735685525328,0.31998496441473223,5.928714306077302,-0.6148056127419051,-0.8267793087538852,8.760993019832478,0.8429156001477023,-0.2781982470201986,0.0,2023-01-01 04:00:00
9.425121305941502,-1.4920843142824092,-0.9347963925881074,10.353394206262447,-0.06792681369788117,2.108555254776645,10.312037811974927,0.2694528177991695,0.46305019747486525,8.38384593828823,0.1452085337338354,-1.7678033697374582,9.258295646501194,1.3133514533687318,0.4162767848403073,0.0,2023-01-01 05:00:00
36.09559945378238,7.707186075669149,-8.95331096789388,33.27239408368712,-12.388082778938417,8.213811590992284,50.525937897091026,-8.06067364588581,5.992702197672693,40.905759588089424,-0.5652794864046753,-7.521300820283654,30.266868286260816,6.8364808761203015,-0.23152709699537904,1.0,2023-01-01 06:00:00
47.76973411107836,-5.479794240738323,-4.743234641457442,34.37367568829511,9.857399057792835,9.075773909284367,30.364339862043504,-4.146791170894513,4.8425554137172035,34.990579135456464,-10.955138049933062,-8.352465198424898,35.64795603019495,-3.6343947015726514,0.6415772168245443,1.0,2023-01-01 07:00:00
8.190779651909436,-1.6152544249937684,-1.2708017875282518,8.736629626546954,2.589857659830103,2.805421578492825,9.076157512108828,-0.6750863293173268,2.120564555718187,9.507030023874226,2.8436240423266326,-2.6815366491872727,9.158459726590957,2.153802530237393,-0.3294941778592076,0.0,2023-01-01 08:00:00
7.6136278554514405,1.7271892366864265,-0.18735977012009597,6.808860687418976,-3.572232183200887,3.0687773086219394,7.9859570636699155,-2.7617077981287075,1.2146926427689941,4.34800324209004,2.3588184375177943,-2.5769130233995527,5.5991626026121635,2.0133097855269178,-1.2149789890154792,0.0,2023-01-01 09:00:00
4.536582307187537,1.9438727560152336,0.21411519313965155,4.730704774131705,-1.986582411323076,2.9477623707405316,4.023700963789549,-0.529662364374623,1.4594541603937679,4.515895684980743,-0.19263298625226047,-2.1339028833519498,4.164476257392544,-0.7693258918733316,-1.5257154969565574,0.0,2023-01-01 10:00:00
2.122460697454953,1.8128198735253087,0.4381642998151638,0.8654471263709382,4.157759234971022,2.964037648134219,0.6279567124126413,-1.6742536773906054,0.6666512995326217,3.448589531325913,1.9787972534581684,-1.941526803398605,2.201085102962831,1.8151052445491689,-1.6701497500591544,0.0,2023-01-01 11:00:00
0.24196227156603534,-2.5115948164362822,0.14505045267466415,-1.1527341511396392,0.5840693570078239,3.482613293286494,1.7740633864071866,1.4859151137626596,0.15470602350641405,-1.026980671738311,-0.6753903226759506,-1.9860785017581846,0.5622316794129717,-1.538419329676619,-2.258050456746,0.0,2023-01-01 12:00:00
-4.501470695683006,-0.8019019561441015,-0.37812456516904586,-2.991130300164481,0.13710254654073004,4.045726798448569,-2.2728555369474646,-5.962366499926596,-0.3326237546258888,-2.821543037053043,-1.8343948874889682,-1.9953731836333743,-3.1409621285374385,-2.771022091063376,-2.1263956276790346,0.0,2023-01-01 13:00:00
-6.7249178325130305,1.7859771840066427,-0.11663877822057322,-8.09322567494516,-0.7127668140991406,3.624661227638682,-5.457291828891192,-0.35407348893437074,-0.8588598621054399,-4.548996384069086,0.24882602840115042,-2.2027678313827885,-5.792441186306069,-0.7957840220736891,-1.9649608323296344,0.0,2023-01-01 14:00:00
-7.633355341106443,0.2330836811277892,-0.1523957828570643,-6.430423491855617,-1.9114053017132688,3.805956865162117,-7.562623106826094,-1.7853795689475491,-1.1628972486517273,-7.005781578578093,-2.187805716969441,-2.1984175972805047,-7.475110755158149,0.5795843614761663,-1.1838917052043296,0.0,2023-01-01 15:00:00
-9.673085158178807,-1.9873856923949285,-0.8220309405997148,-10.032933137555453,-0.228835284612767,3.8020354438854613,-8.513463500320611,0.16536734107948597,-0.0626469330627446,-8.171164541477765,1.3781012469666463,-2.257042329111453,-7.246137131725599,-0.7619168486255757,-0.8772626889252629,0.0,2023-01-01 16:00:00
-9.345010930295409,1.0866358782508834,-1.580460148853874,-8.972420129625545,2.1188454783314223,3.769267519833607,-8.618239852369124,4.877669969964673,-0.5016744868114185,-9.832100920858737,-1.2351254988794846,-1.8187466549363291,-7.732194313553151,-2.942053342911105,-0.2609393758584715,0.0,2023-01-01 17:00:00
-10.908024075521212,-1.249614517982941,-2.059812013425666,-9.40108399552909,0.14864408123800155,4.434421495048965,-11.509788136871485,3.528320714669531,-1.3085720216480414,-9.430414615138575,-3.0200617584659573,-1.8281276639147404,-9.802324646653409,1.0585291694970675,-0.37413210035361416,0.0,2023-01-01 18:00:00
-11.071561964225976,3.779049696784424,-1.1493284007925506,-10.202951306003069,1.410568171786096,4.315652425102002,-10.060202822714428,-0.7999487784794326,-1.0617200593070315,-9.066100583492409,-7.064415391676954,-2.01765381529602,-12.194332846639337,-0.09561662793079079,-0.12689617838942627,0.0,2023-01-01 19:00:00
-7.194605268922832,3.289682924836517,-0.042689441786898596,-7.659705712142848,3.731414297013126,4.027863873464441,-7.0062866178898116,-0.1709148271464906,-0.9405767659547138,-7.806237528980945,-0.05411263772918429,-1.5900494919586854,-7.792879679253899,-1.9440681843085932,0.06884972669193429,0.0,2023-01-01 20:00:00
-7.296844112352013,1.4181948527111345,0.059805131867556316,-6.327870466940544,-0.9509563608923859,3.620368221280184,-6.246448856045377,-1.4656641430129893,0.16756475557338024,-6.273973319812339,0.8514049794782946,-1.5097237604154596,-8.142396502826731,-0.1845692051280828,-0.35675312488227334,0.0,2023-01-01 21:00:00
-4.932471795312081,2.9420134095395474,0.1342765299882005,-5.308961470834645,0.8257498013168836,3.5330947556773618,-4.260692279445245,-0.08172630829906588,0.14716882191926342,-4.01485038677396,2.8954727562866505,-1.3174459819303956,-4.5765479014449655,-1.0967530056797472,-0.2670702560393491,0.0,2023-01-01 22:00:00
-4.012938637238673,0.3595827002467622,-0.033883655926560036,-3.009950066216914,2.2387871218713555,3.165471621288284,-2.180493939646322,1.7022920389350364,-0.9965376934277433,-3.071250625121702,-3.2400211285011884,-2.0440389725240466,-3.999040722463564,0.2620614368281533,0.06428825461200699,0.0,2023-01-01 23:00:00
-0.5443827245251851,1.7708749887500317,-0.5011263300813111,1.0972327856643542,-1.6258072669331933,2.733080740018758,0.3104812765325012,-2.3873641215575807,-1.2102486376371864,-0.4272239135977208,2.258397626085208,-2.530821354837275,-1.1347601184089309,-0.20136304868495886,0.13056692606323805,0.0,2023-01-02 00:00:00
2.699113040735077,3.20544059060415,0.18646319872231087,2.820204290432875,0.6061056561316096,2.288095677185211,2.120015347203466,3.38341199408092,-1.433898729052483,2.7902119696824967,-0.7243183783496955,-2.4892173513363405,2.5240463148061236,1.1722309718207802,0.18772572370119778,0.0,2023-01-02 01:00:00
18.644306042412012,3.020225419559305,4.202489981069427,26.55893557276421,19.53894837232347,7.658954413409944,16.26760072768729,9.03877407907521,-9.93031183092973,23.38868492057861,0.5562469203565124,-7.03650495987483,21.944198295527645,-0.9589266885892006,-1.1008859381501173,1.0,2023-01-02 02:00:00
7.446765830211145,-0.2403743430285673,0.6765418527512361,4.682093737512737,-0.41050076091963117,1.492408130623141,7.877200259425839,2.011781512941908,-2.3316329672252056,7.299227219406842,0.28155915548295,-1.6932554552423098,4.585559218450703,-3.7910402957629503,0.7503782288044651,0.0,2023-01-02 03:00:00
